id,name,min_headcount,max_headcount,address,phone,industry_id,country_id,description
61854ef9-7999-4f7f-aa46-7e689eb3ad42,Dealerweb,11,50,"Exeter, Devon, United Kingdom",+44 (0)1392 247477,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,"Automotive enquiry management
Dealerweb is a cloud-based inquiry management system that supports retailers and manufacturers in the UK and Europe with their sales processes. It has grown to become an ecosystem of tools that can manage the process from first enquiry to building and closing a deal."
4b9620eb-32e9-4489-8a71-a9fc38fb1328,Divdo,51,100,"20 Appold Street, Appold Studios, London, England EC2A 2AS, GB",+44 20 3773 9510,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,"A London-based fintech backed by HSBC, our whitelabel platform is used by banks, lenders and enterprise merchants to launch embedded retail finance solutions. Build bigger experiences with Divido. www.divido.com"
ebe0d83d-f5d2-48c0-93ce-c617890b2ad7,Edgify,11,50,"London, England, United Kingdom",+44 203 488 3937,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,AI platform which self-learns from in-store systems with no need for external servers or cloud architecture
ba9e2887-f5dd-4e80-b7ec-73bf0c7e5956,Epos Now,501,1000,"Norwich, Norfolk, United Kingdom",0800 2 945 945,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,Cloud-connected point-of-sale systems
249239a1-fa0c-4974-ba5e-24ad35cf30e2,Envolve Technology,11,50,"San Francisco, California, United States",408-400-3656,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,Virtual shopping assistant
1395b0b9-350c-4170-ad49-f0c6c6d5d47e,Enjovia,1,10,"Newport, Newport, United Kingdom",44-1633-509-878,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,"Online gift voucher, certificate and card management processing software"
b5ce13aa-b378-4a7f-b031-a11a158b88f0,Emperia,11,50,"London, England, United Kingdom",+44 2080377600,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,Immersive tech experiences for premium fashion & retail brands
c1a609d7-980c-485d-b823-5d695d86f2d3,EKM,51,100,"Preston, Lancashire, United Kingdom",+44 333 004 0333,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,eCommerce platform for retailers
c112a2c1-122e-4bfa-8232-1d68457fdca6,Fruugo,11,50,"Ulverston, Cumbria, United Kingdom",358 8560 0799,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,Online marketplace helping British retailers drive products internationally
2b8cee0b-3438-4e6c-a1ab-c892b023a727,Flooid,501,1000,"Coventry, England",44-24766-94455,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,Point-of-sale technology for retail
40f23ca4-bce0-4559-8edf-890a38cd8f93,Evoke Creative,11,50,"Bromborough, Wirral, United Kingdom",0151 334 3716,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,Digital signage solutions
6c2a2bce-f9ae-4820-af18-6b72d10d5ab5,Hyperfinity,11,50,"Leeds, West Yorkshire GB",+44 0330 133 1942,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,Uses data science and AI to inform decisions about customers and products
cd40bbc9-281b-4149-ad08-bc51ec5d4a26,Wolf & Badger,51,200,"Kings Cross, London",+44(0)20 7229 4848,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,Marketplace for independent brands
3ce8347b-9c0e-4b2c-baa7-44b204a1a2ea,Veeqo,51,200,"Swansea, Swansea",(+44) 203 808 9165,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,Retail automation platform
217110c9-1f22-4c5f-9f8b-bb1545f9b548,Unmade,11,50,"Ink Rooms, 28 Easton St, Farringdon, London, WC1X 0DS, GB",+442037017639,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,Manufactures bespoke fashion products on-demand
fa116292-89a7-4ab1-9693-d1540305282d,Huboo,501,1000,"Bristol, England",+44 330 808 0909,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,Multi-channel fulfilment service for e-commerce businesses
43416b1f-0b2a-4883-bb18-6810e7097fed,Gnatta,11,50,"Manchester, Manchester, United Kingdom",0330 0885 621,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,Customer communication aggregation platform for retailers
908e89a2-5225-4271-9664-a3d23939afe9,Merlinsoft,11,50,"INNOVATION WAY, BARNSLEY,",+44 1226 294413,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,Venue and event management software
f2e46213-dd54-40a7-8dca-2ee234406897,Luxury Promise,51,100,"28 Cavendish Square, London.UK",+442081441763,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,"Luxury Promise is the next generation community driven, social commerce luxury resale platform where people can buy, sell & swap luxury goods & engage with a global community of buyers & sellers."
91bfb496-849f-4444-a41f-98688cbd2e68,IRP Commerce,11,50,"Concourse I, Catalyst, Belfast , Antrim BT3 9DT, GB",02890 780869,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,IRP is an ecommerce platform and service marketplace dedicated to MERCHANT NET PROFIT transformation by trading in real time.
6b6be75d-d8fa-4451-8511-bd76766be5e7,Ice Lolly,11,50,"1st Floor, Park Row House, Park Row, Leeds, LS1 5JF, GB",+44 1274 413 077,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,Icelolly Marketing is a holiday price comparison site that allows users to search and compare holiday deals provided by independent travel agents. It displays offers from holiday providers to various resorts worldwide.
91fbd0ab-33a0-4abe-b14e-ef65bb23f4ed,NearSt,11,50,"London, England, United Kingdom",020 3870 3617,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,"NearSt is a retail technology company getting online shoppers back into physical stores. Their platform enables retailers to automatically show a live view of their in-store inventory to local shoppers who are searching on some of the web's biggest platforms, including Google and Facebook."
599c0b65-f3c8-462c-ad9e-42829bd0751a,Metail,11,50,"50 St Andrew's Street Cambridge, Cambridgeshire, United Kingdom",+44 203 289 0028,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,"3D body modelling and digital garment visualisation for apparel. Metail is redesigning digital fashion experiences. The company has developed a range of expertise and capabilities in 3D body modeling, garment applications, and outfit visualization as well as size recommendation, AR, and VR garment try-on."
404b9a89-237b-44f4-952a-41b54f24adc2,fulfilmentcrowd,51,200,"Chorley, Lancashire",01772455052,d98d5164-f0d8-4c46-b48b-baf4d2933457,19cdb402-a94c-4d35-9026-00920e05d9f1,"Rapidly deployed custom solutions for high-volume global fulfilment.
We've got the world covered. With fulfilment centres located across the UK, EU and US - fulfilmentcrowd is the platform for international growth."
e7a8620f-0999-4f5c-ae5a-2e967228ec35,Achilles Therapeutics,201,500,"Hammersmith, England",+44 (0)1438 906 906,c0aa5582-4400-4de0-8794-513c8e0d5aa3,19cdb402-a94c-4d35-9026-00920e05d9f1,"Immunotherapies intended to offer next-generation, patient-specific therapies to treat cancer."
8eef63c3-ad4d-4dcd-a60f-67fc1f684239,accuRx,51,200,"Liverpool Street, London",020 7099 2279,c0aa5582-4400-4de0-8794-513c8e0d5aa3,19cdb402-a94c-4d35-9026-00920e05d9f1,"Whether you’re a patient or a healthcare professional, Accurx lets you connect seamlessly with the people you need to."
6f90d919-19bd-474d-9fe6-a6cb1bb98143,Cera Care,5001,10000,"London, England, United Kingdom",+44 0330 433 1537,c0aa5582-4400-4de0-8794-513c8e0d5aa3,19cdb402-a94c-4d35-9026-00920e05d9f1,"Cera is a digital-first home healthcare company that harnesses technology to bring care directly to homes, transforming the healthcare landscape by providing higher quality services at a fraction of the cost."
7c1a4be7-24de-451f-8917-3e60f43b12ad,Babylon Health,1001,5000,"London, England, United Kingdom",+44 330-223-1008,c0aa5582-4400-4de0-8794-513c8e0d5aa3,19cdb402-a94c-4d35-9026-00920e05d9f1,AI-Powered healthcare platform.
79ebac9d-b9f3-4fe5-94ef-4e8587c40c7d,Conversity,11,50,"48 Charlotte Street, London, England W1T 2NS, GB",+44 0 203 515 0312,a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,"Conversity is a global provider of personalization solutions.  That specializes in enabling brands and retailers to understand their customers, both in-store and online, by developing dynamic customer conversations that engage consumers and make customized recommendations.  Their approach triples conversion rates and drives greater brand loyalty."
f287fdf3-47e5-44f5-b00d-dac9b17d2bd3,Ometria,51,200,"Acre House, 11/15 William Road, London, England, NW1 3ER",+44 (0)207 053 8383,a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,"Ometria is a customer data and experience platform that helps retailers increase CRM revenue. 
Ometria’s proven approach to accelerating revenue – Retail Success Model– is a first-of-its-kind data science model for driving CRM growth in retail. It combines four proprietary AI algorithms that analyse a retailer’s CRM performance and deliver a bespoke marketing plan for reaching their revenue goals."
ed2e753a-c9d7-49cb-ae54-8bf7ed3369df,Dynamic Yield,501,1000,"1 Angel Lane, London, England EC4R 3AB, GB",+ 9142492000,a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,"Dynamic Yield by Mastercard helps businesses deliver digital customer experiences that are personalized, optimized, and synchronized. 

Marketing, Product, Development, and eCommerce teams from more than 400 global companies are using Dynamic Yield’s Experience OS as the technology layer on top of existing CMS or Commerce solutions, to algorithmically match content, products, and offers to each individual customer to increase revenue, build customer loyalty, and gain a sustainable competitive advantage."
761b587b-29e5-4a2e-a241-51a9db728f61,EasyVirtualFair,11,50,"230 S Broad St. , 1732, Philadelphia, PA 19102, US",+1 (215) 309 - 1941,bfd4bf41-2318-4e2d-9c2f-f1a2173e7cf0,19cdb402-a94c-4d35-9026-00920e05d9f1,EasyVirtualFair is the platform of choice of talent aquisition managers to organize online job fairs.
5cc03d3d-aa0e-471b-baa5-dd55b620fcd8,Treegarden,11,50,"16E Railway Approach, East Grinstead, RH19 1BP",+44 7871 393 506,bfd4bf41-2318-4e2d-9c2f-f1a2173e7cf0,19cdb402-a94c-4d35-9026-00920e05d9f1,"Treegarden is a recruitment tool for managing the recruitment process from start to finish. It offers a platform that is intuitive, candidate-focused, and easy to use."
782fa187-e23e-4637-9637-73793bfd4927,The Green Recruitment Company,11,50,"London, England, United Kingdom",+44-0-203-640-2130,bfd4bf41-2318-4e2d-9c2f-f1a2173e7cf0,19cdb402-a94c-4d35-9026-00920e05d9f1,The Green Recruitment Company provides recruitment solutions.
5b9b9ffe-54c7-4adf-b1ec-332321c0a47b,Jubilee Recruitment,51,100,"Jubilee Recruitment, Jubilee House, East Beach , Lytham, Lancashire FY8 5FT, GB",0121 236 4993,bfd4bf41-2318-4e2d-9c2f-f1a2173e7cf0,19cdb402-a94c-4d35-9026-00920e05d9f1,"Jubilee Recruitment provides recruitment solutions.
Jubilee Hospitality Is specialized in the Catering sector, into a much more diverse organization providing complete staffing solutions to a huge array of businesses within the sector. Jubilee is looking to break the mold of a traditional catering agency offering service-driven supply. They aim to provide temporary and/or contracted solutionsfor all aspects of the catering industry, with the primary focus on the kitchen but ranging from the most senior position to the most junior level of support."
be494f6d-a734-4a92-91e4-59c0f0afaef0,Autometry,11,50,"London, GB",0203 026 7400,bfd4bf41-2318-4e2d-9c2f-f1a2173e7cf0,19cdb402-a94c-4d35-9026-00920e05d9f1,"The workflow automation platform that supercharges the recruitment industry.
Autometry is on a mission to drive true tech enablement in the recruitment industry. They aim to unlock the full value of a recruitment business through data, technology and automation.

The shift to tech enablement is more important than ever. They empower recruitment leaders to run, scale and optimise their businesses through intelligent workflow design, full tech stack integration and automation."
743f37f1-8a42-4855-a9e8-d87c4819dec0,Zoovu,101,250,"Boston, Massachusetts, United States",+1 888-414-8764,a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,"Zoovu is an AI content discovery platform that helps customers find what they want, with a human touch online.

Zoovu is the next generation digital commerce search platform that merges context and meaning across channels to help brands and retailers have rich, personalized conversations with their customers. Zoovu’s proprietary AI naturally understands and speaks the customer’s language by turning technical specs into an easy-to-understand conversation.Ultimately adapting to the customer’s conversation style to help better engage, educate and empower them in making purchase decisions in the moments that matter. With Zoovu's world-class semantic library you can easily interpret the context and intent behind your customers' every search."
f6637df0-46d0-430d-b08e-a1f2ecb80931,Excentos,11,50,"Reiterweg 1, Potsdam, Brandenburg 14469, DE",004933173076810,a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,"Excentos is a Germany-based company that develops web-based technologies for product recommendations and sales processes.
Excentos develops web-based technologies for product recommendation and product search (Guided Selling). excentos'​ goal is to offer the same quality of product recommendation online as the best human salespersons can do in traditional retail stores.  The excentos Guided Selling-Technology enables online-shops and brand websites to offer Product Advisors and product search tools with a premium shopping experience. Websites powered by the excentos Product Advisor sell more and at higher margins, whereas consumers find better products.  Excentos operates Guided Selling tools in more than 35 product categories and 25 countries and languages of the world."
38db1b63-4cd0-4982-996d-9284dab0b982,15gifts,51,200,"Century House, 15-19 Dyke Road, Brighton & Hove, Sussex BN1 3FE, GB",07039525,a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,"15gifts integrates recommendation technology into third party sites to help customers quickly find their ideal product.

15gifts is an intelligent decision engine platform which integrates recommendation technology into third party sites to help customers quickly find their ideal product.

By learning from the buying decisions of like-minded shoppers, the 15gifts decision engine engages customers at the optimum point in their browsing cycle - guiding them to theirideal product and generating increased conversion rates and invaluable customer insights.
15gifts is a SAAS technology and is already integrated into some of the largest corporations and SME’s in the UK including Virgin Media, Orange, T-Mobile and The Times."
bf6b2553-8cc0-4121-b967-7bb7411bf01f,LivePerson,500,1000,"New York, NY /        London EC1V 7LQ, GB",212 609 4200,a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,LivePerson provides real-time intelligent customer engagement solutions that help companies enhance the relationship with their customers.
f26aa561-aeb6-44ab-b1f7-723125858575,Microshare,11,50,"WeWork, 5 Merchant Square, WeWork, 5 Merchant Square, London, London W2 1AY, GB",(267) 225-4841,63854a3d-590b-4ff6-9aa2-d38ffa93e1d1,19cdb402-a94c-4d35-9026-00920e05d9f1,"Microshare provides Smart Facilities data solutions at scale that bring safety, cost savings, and sustainability."
b0821f33-7941-4295-adb2-dc4454eb8eb0,Coveo,501,1000,"Quebec, Quebec, Canada",(418) 263-1111,63854a3d-590b-4ff6-9aa2-d38ffa93e1d1,19cdb402-a94c-4d35-9026-00920e05d9f1,"Coveo designs intelligent enterprise search and predictive insights platforms for businesses.

Coveo powers the digital experiences of the world’s most innovative brands serving millions of people and billions of interactions across every digital experience. After a decade of enriching our market-leading platform with forward-thinking global enterprises, we know what it takes to gain a trusted AI-experience advantage."
844270c4-2b8e-44c1-9c49-5405e44e720c,Data.World,51,200,"7000 N Mopac Expy, Austin, Texas US",5126974897,63854a3d-590b-4ff6-9aa2-d38ffa93e1d1,19cdb402-a94c-4d35-9026-00920e05d9f1,"Data.world is the data catalog platform. Its cloud-native SaaS (software-as-a-service) platform combines a consumer-grade user experience with a powerful knowledge graph to deliver enhanced data discovery, agile data governance, and actionable insights. data.world is a Certified B Corporation and public benefit corporation and home to the world’s largest collaborative open data community with more than two million members, including ninety percent of the Fortune 500."
8db5727c-5252-46f9-ac0c-a4a09fbb7159,salessourcers,10,50,"Headquarters London, GB",+44 20 8638 0981,756bdf58-2c5e-479c-8565-7ab2c80015b1,19cdb402-a94c-4d35-9026-00920e05d9f1,"Introducing SalesSourcers, your dedicated partner in supercharging business growth. 
We specialize in lead generation strategies that don't just fill your pipeline, but deliver high-quality prospects ready to engage. Our data-driven approach harnesses the latest technology and tailored outreach to connect you with decision-makers who matter. Say goodbye to cold calls and hello to warm, meaningful conversations. 

Let us transform your sales process and help you book more meetings, turning leads into revenue. 
Elevate your success with SalesSourcers."
2adcd5e7-adfb-4038-b818-d9466879261c,PeopleHR,101,250,"Epworth, Iowa, United States",+44 01427 872110,bfd4bf41-2318-4e2d-9c2f-f1a2173e7cf0,19cdb402-a94c-4d35-9026-00920e05d9f1,"Automate your HR processes.
PeopleHR is a core module covering everything regarding internal communication, collaboration, and work processes across the team. It includes a powerful Onboarding unit that makes the hiring and orientation process seamless and efficient. With PeopleHR, teams can easily manage employee information, track their leaves, set up organizational charts, and ensure compliance with company policies."
c468162e-40a6-4b5e-af00-d64400be6377,Breathe,51,100,"Unit 7 Foundry Court, Horsham, West Sussex RH13 5PY, GB",+44 (0)1403 288700,bfd4bf41-2318-4e2d-9c2f-f1a2173e7cf0,19cdb402-a94c-4d35-9026-00920e05d9f1,Time-saving rota & HR software that helps SMEs put their people first and drive their business forward.
b6f112fc-7096-4823-89c9-fc1e06985c33,Sage HR,11,50,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",0191 479 5988,bfd4bf41-2318-4e2d-9c2f-f1a2173e7cf0,19cdb402-a94c-4d35-9026-00920e05d9f1,"SageHR is fast-becoming the number one software in staff leave and employee database management. By reducing the overhead time and money spent on paper chasing employees' leave requests, SageHR helps you to solve your HR challenges and let’s you to focus on building your business! Your HR - simplified!"
343d24ad-b449-4d1e-8a36-f69f963fe219,Nichelabs,11,50,"Greater Atlanta Area, East Coast, Southern US",888-978-9254,756bdf58-2c5e-479c-8565-7ab2c80015b1,19cdb402-a94c-4d35-9026-00920e05d9f1,"NicheLabs is a digital marketing agency focusing on website development, website design, SEO, social media marketing, and email marketing."
9e8b4fa9-fde6-4b00-8038-a65261020a22,Q-Online,1,10,"London, England, United Kingdom",0208 684 2933,756bdf58-2c5e-479c-8565-7ab2c80015b1,19cdb402-a94c-4d35-9026-00920e05d9f1,"Digital markting agency in London, Lead Generation, PPC, SEO, social Media marketing, web development and design, local search marketing,"
1d4ea74d-8fc7-4ae2-8874-f0bcec98c814,Escalate Digital Marketing,1,10,"Dublin, Dublin, Ireland",+353 1524 0052,756bdf58-2c5e-479c-8565-7ab2c80015b1,19cdb402-a94c-4d35-9026-00920e05d9f1,"Escalate is a digital marketing agency focus on social media marketing, website design, online advertising, SEO and email marketing."
3eadd783-6f35-41d9-b557-3929a58af587,Zeo,50,100,"London, England, United Kingdom",+44 20 3893 3078,756bdf58-2c5e-479c-8565-7ab2c80015b1,19cdb402-a94c-4d35-9026-00920e05d9f1,"Award winning SEO & digital marketing agency, and organizer of Digitalzone; largest digital marketing conference in Eastern Europe & MENA"
e00aa6b0-6095-4fc4-b76e-763e3966c76b,Digital Logic,11,51,"Shreveport, Louisiana, United States",(318) 678-5020,756bdf58-2c5e-479c-8565-7ab2c80015b1,19cdb402-a94c-4d35-9026-00920e05d9f1,"Digital Logic provides digital marketing services. Services include PPC, SEO, Content marketing, web design and social media managment."
